City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
231,Nelson Bay,AU,2022-01-30 21:47:38,-32.7167,152.15,78.12,85,80,1.01,broken clouds
232,Maragogi,BR,2022-01-30 21:47:38,-9.0122,-35.2225,79.79,79,100,9.62,overcast clouds
233,Wanning,CN,2022-01-30 21:47:39,18.8003,110.3967,69.39,85,99,13.31,overcast clouds
234,Verkh-Usugli,RU,2022-01-30 21:47:39,52.7,115.1667,-17.81,97,7,2.77,clear sky
235,Mokhsogollokh,RU,2022-01-30 21:47:39,61.4681,128.9203,-20.2,100,100,3.36,overcast clouds
236,Batesville,US,2022-01-30 21:47:40,35.7698,-91.641,64.09,24,0,3.44,clear sky
237,Junagarh,IN,2022-01-30 21:47:40,19.8667,82.9333,57.24,33,0,3.27,clear sky
238,Troitsko-Pechorsk,RU,2022-01-30 21:47:40,62.7084,56.1964,-7.87,100,97,2.77,overcast clouds
239,Tiznit,MA,2022-01-30 21:47:41,29.5833,-9.5,62.44,27,100,22.24,overcast clouds
240,Am Timan,TD,2022-01-30 21:47:41,11.0297,20.2827,72.73,17,4,7.54,clear sky
241,Filingue,NE,2022-01-30 21:47:41,14.3521,3.3168,72.37,12,15,13.11,few clouds
242,Ngunguru,NZ,2022-01-30 21:47:42,-35.6167,174.5,72.16,71,96,16.11,overcast clouds
243,Balasheyka,RU,2022-01-30 21:47:42,53.2841,48.0851,22.42,95,100,4.9,overcast clouds
244,Grindavik,IS,2022-01-30 21:44:40,63.8424,-22.4338,27.07,68,75,36.82,light shower snow
245,Colares,PT,2022-01-30 21:47:43,38.7992,-9.4469,57.88,40,0,5.01,clear sky
246,Skegness,GB,2022-01-30 21:47:43,53.1436,0.3363,44.96,83,99,27.27,overcast clouds
247,Bodden Town,KY,2022-01-30 21:47:43,19.2833,-81.25,71.01,56,40,7.0,scattered clouds
248,Dalbandin,PK,2022-01-30 21:47:44,28.8947,64.4101,55.53,39,0,6.91,clear sky
249,Otopeni,RO,2022-01-30 21:47:44,44.55,26.0667,39.87,67,0,15.01,clear sky
250,Warri,NG,2022-01-30 21:47:44,5.5167,5.75,75.31,67,49,3.2,scattered clouds
251,Nosy Varika,MG,2022-01-30 21:47:45,-20.5833,48.5333,72.54,85,23,4.65,few clouds
252,Amarante Do Maranhao,BR,2022-01-30 21:47:45,-5.5667,-46.7422,71.85,94,50,2.71,scattered clouds
253,Rocha,UY,2022-01-30 21:47:45,-34.4833,-54.3333,73.0,68,0,11.45,clear sky
254,Horodyshche,UA,2022-01-30 21:47:46,49.2849,31.4451,32.9,88,39,18.5,light snow
255,Bilibino,RU,2022-01-30 21:47:46,68.0546,166.4372,-12.64,96,75,5.12,broken clouds
256,Dorado,PR,2022-01-30 21:47:46,18.4588,-66.2677,81.16,74,1,11.18,clear sky
257,Ponta Do Sol,PT,2022-01-30 21:43:53,32.6667,-17.1,65.03,73,1,9.37,clear sky
258,Katsuura,JP,2022-01-30 21:47:47,35.1333,140.3,38.19,52,100,11.48,overcast clouds
259,Fereydun Kenar,IR,2022-01-30 21:47:47,36.6864,52.5225,48.29,67,0,4.5,clear sky
260,Kruisfontein,ZA,2022-01-30 21:47:48,-34.0033,24.7314,69.89,96,80,5.3,broken clouds
261,Santa Maria,BR,2022-01-30 21:47:48,-29.6842,-53.8069,81.7,61,20,11.5,few clouds
262,Gizo,SB,2022-01-30 21:45:34,-8.103,156.8419,83.66,74,100,8.61,overcast clouds
263,Alakurtti,RU,2022-01-30 21:47:48,66.9672,30.3491,4.35,96,89,3.71,overcast clouds
264,Andenes,NO,2022-01-30 21:47:49,69.3143,16.1194,28.38,93,100,10.36,snow
265,Hofn,IS,2022-01-30 21:47:49,64.2539,-15.2082,25.65,51,0,22.35,clear sky
266,Kiama,AU,2022-01-30 21:47:49,-34.6833,150.8667,79.0,77,26,1.99,scattered clouds
267,Coihaique,CL,2022-01-30 21:47:49,-45.5752,-72.0662,57.81,47,40,9.22,scattered clouds
268,Jutai,BR,2022-01-30 21:47:50,-5.1833,-68.9,84.25,65,80,1.03,broken clouds
269,Hun,LY,2022-01-30 21:47:50,29.1268,15.9477,46.44,58,6,3.0,clear sky
270,Maua,BR,2022-01-30 21:47:50,-23.6678,-46.4614,70.09,93,100,4.29,overcast clouds
271,Fort Nelson,CA,2022-01-30 21:46:09,58.8053,-122.7002,0.99,71,100,11.5,light snow
272,Sedalia,US,2022-01-30 21:47:45,38.7045,-93.2283,46.06,44,0,8.05,clear sky
273,Clinton,US,2022-01-30 21:47:51,42.587,-82.9199,27.95,60,100,3.44,overcast clouds
274,Tikrit,IQ,2022-01-30 21:47:51,34.6071,43.6782,47.08,63,3,6.78,clear sky
275,Tra Vinh,VN,2022-01-30 21:47:52,9.9347,106.3453,73.76,86,49,6.71,scattered clouds
276,Bograd,RU,2022-01-30 21:47:52,54.2344,90.8328,-22.25,95,12,3.44,few clouds
277,Hamilton,US,2022-01-30 21:44:55,39.1834,-84.5333,40.05,57,20,11.5,few clouds
278,Oranjestad,AW,2022-01-30 21:47:58,12.524,-70.027,80.55,69,75,14.97,broken clouds
279,Vila Franca Do Campo,PT,2022-01-30 21:44:59,37.7167,-25.4333,59.41,80,47,15.12,scattered clouds
280,Celestun,MX,2022-01-30 21:48:53,20.8667,-90.4,71.47,51,2,12.71,clear sky
281,Tamandare,BR,2022-01-30 21:48:53,-8.7597,-35.1047,79.36,80,98,8.52,overcast clouds
282,Jacarau,BR,2022-01-30 21:48:54,-6.6122,-35.2928,77.49,76,19,8.5,few clouds
283,Sal Rei,CV,2022-01-30 21:48:54,16.1833,-22.9167,68.56,74,100,22.57,overcast clouds
284,Bagotville,AU,2022-01-30 21:48:54,-28.9833,153.4167,75.22,98,48,7.4,scattered clouds
285,Pasni,PK,2022-01-30 21:44:23,25.2631,63.471,70.84,74,0,11.95,clear sky
286,Iralaya,HN,2022-01-30 21:48:55,15.0,-83.2333,80.69,71,78,17.47,broken clouds
287,Taman,RU,2022-01-30 21:48:55,45.2117,36.7161,41.34,80,100,28.14,overcast clouds
288,Okha,RU,2022-01-30 21:48:55,53.5739,142.9478,9.43,93,100,21.47,light snow
289,Sibolga,ID,2022-01-30 21:48:56,1.7427,98.7792,75.78,90,95,3.44,overcast clouds
290,Beihai,CN,2022-01-30 21:48:56,21.4833,109.1,53.6,89,96,16.33,overcast clouds
291,Alcaniz,ES,2022-01-30 21:44:03,41.05,-0.1333,51.42,41,0,5.03,clear sky
292,Beringovskiy,RU,2022-01-30 21:48:56,63.05,179.3167,-8.84,100,100,10.16,overcast clouds
293,Ahipara,NZ,2022-01-30 21:48:57,-35.1667,173.1667,74.28,56,97,13.11,overcast clouds
294,Sindor,RU,2022-01-30 21:48:57,62.8629,51.8905,-2.34,100,98,3.04,overcast clouds
295,Aleysk,RU,2022-01-30 21:48:57,52.4926,82.7822,-0.76,93,29,3.58,scattered clouds
296,Bam,IR,2022-01-30 21:48:58,29.106,58.357,49.15,34,0,1.66,clear sky
297,Caravelas,BR,2022-01-30 21:48:58,-17.7125,-39.2481,79.61,83,22,11.5,few clouds
298,Terra Santa,BR,2022-01-30 21:48:58,-2.1042,-56.4869,77.67,83,100,1.41,overcast clouds
299,Saldanha,ZA,2022-01-30 21:48:59,-33.0117,17.9442,66.25,92,87,8.72,overcast clouds
300,Lata,PT,2022-01-30 21:48:59,40.1629,-8.3327,48.61,55,99,3.15,overcast clouds
301,Codrington,AU,2022-01-30 21:48:59,-38.2667,141.9667,67.01,88,54,6.4,broken clouds
302,Raga,SS,2022-01-30 21:49:00,8.4596,25.678,66.9,20,47,3.83,scattered clouds
303,Nyurba,RU,2022-01-30 21:49:00,63.2842,118.3319,-23.58,100,36,4.56,scattered clouds
304,Kidal,ML,2022-01-30 21:49:01,18.4411,1.4078,70.2,14,69,11.92,broken clouds
305,Carauari,BR,2022-01-30 21:49:01,-4.8828,-66.8958,79.07,87,96,3.27,overcast clouds
306,Castanos,MX,2022-01-30 21:49:01,26.7833,-101.4167,68.34,35,25,5.37,scattered clouds
307,Nome,US,2022-01-30 21:48:19,64.5011,-165.4064,-4.85,70,0,0.0,clear sky
308,Dubai,AE,2022-01-30 21:44:22,25.2582,55.3047,70.21,64,0,4.61,clear sky
309,Imbituba,BR,2022-01-30 21:49:02,-28.24,-48.6703,76.89,70,37,4.72,scattered clouds
310,Dingle,PH,2022-01-30 21:49:02,10.9995,122.6711,73.74,94,66,3.74,broken clouds
311,Kokopo,PG,2022-01-30 21:49:03,-4.352,152.2633,79.36,78,100,4.5,overcast clouds
312,Walvis Bay,NA,2022-01-30 21:49:03,-22.9575,14.5053,67.08,94,100,9.22,overcast clouds
313,Aksarka,RU,2022-01-30 21:49:03,66.5606,67.7975,-12.5,100,85,4.5,overcast clouds
314,Talnakh,RU,2022-01-30 21:49:04,69.4865,88.3972,-14.67,96,86,8.9,overcast clouds
315,Hualmay,PE,2022-01-30 21:49:04,-11.0964,-77.6139,72.86,77,100,9.48,overcast clouds
316,Genhe,CN,2022-01-30 21:49:04,50.7833,121.5167,-17.88,100,56,0.72,broken clouds
317,Sao Filipe,CV,2022-01-30 21:49:05,14.8961,-24.4956,70.99,74,99,14.36,overcast clouds
318,Nadvoitsy,RU,2022-01-30 21:49:05,63.8667,34.3167,12.72,96,100,4.68,overcast clouds
319,Anadyr,RU,2022-01-30 21:49:05,64.75,177.4833,-17.9,75,20,5.99,fog
320,Oussouye,SN,2022-01-30 21:49:06,12.485,-16.5469,78.98,70,100,9.19,overcast clouds
321,Rovaniemi,FI,2022-01-30 21:49:06,66.5,25.7167,4.41,85,0,8.05,clear sky
322,Hingorja,PK,2022-01-30 21:49:06,27.2109,68.416,55.51,35,0,3.49,clear sky
323,East London,ZA,2022-01-30 21:49:07,-33.0153,27.9116,74.61,83,83,15.01,broken clouds
324,Wageningen,NL,2022-01-30 21:49:07,51.9667,5.6667,41.2,83,100,8.05,light rain
325,Pekan,MY,2022-01-30 21:49:07,3.4836,103.3996,75.31,85,95,6.02,overcast clouds
326,Fairbanks,US,2022-01-30 21:50:08,64.8378,-147.7164,-9.08,73,0,0.0,clear sky
327,Vanderhoof,CA,2022-01-30 21:50:08,54.0166,-124.0198,34.18,93,100,1.03,overcast clouds
328,Shubarshi,KZ,2022-01-30 21:50:08,48.5872,57.1869,25.52,95,100,14.23,overcast clouds
329,Fortuna,US,2022-01-30 21:50:09,40.5982,-124.1573,60.42,70,0,4.0,clear sky
330,Poum,NC,2022-01-30 21:46:05,-20.2333,164.0167,80.26,75,97,8.97,overcast clouds
331,Lewistown,US,2022-01-30 21:48:27,40.5992,-77.5714,26.26,76,20,0.0,few clouds
332,Gamba,GA,2022-01-30 21:50:09,-2.65,10.0,77.22,86,100,2.86,light rain
333,Cabo San Lucas,MX,2022-01-30 21:50:10,22.8909,-109.9124,78.62,66,80,1.99,broken clouds
334,Ilo,PE,2022-01-30 21:50:10,-17.6394,-71.3375,70.77,68,19,5.68,few clouds
335,Spencer,US,2022-01-30 21:50:11,43.1414,-95.1444,24.58,72,0,5.75,clear sky
336,Vao,NC,2022-01-30 21:50:11,-22.6667,167.4833,79.07,84,100,5.88,overcast clouds
337,Kazerun,IR,2022-01-30 21:50:11,29.6195,51.6541,51.51,49,83,1.21,broken clouds
338,Whitianga,NZ,2022-01-30 21:50:12,-36.8333,175.7,70.11,68,78,11.14,broken clouds
339,Nova Olinda Do Norte,BR,2022-01-30 21:50:12,-3.8881,-59.0942,74.84,92,100,2.24,overcast clouds
340,Kunya,NG,2022-01-30 21:50:12,12.2233,8.5325,66.36,27,44,3.44,scattered clouds
341,Sawtell,AU,2022-01-30 21:49:37,-30.3833,153.1,75.52,93,40,8.05,scattered clouds
342,Utiel,ES,2022-01-30 21:50:13,39.5667,-1.2,47.3,23,0,5.19,clear sky
343,Svetlyy,RU,2022-01-30 21:50:13,54.675,20.1347,35.65,71,100,28.23,overcast clouds
344,Karpathos,GR,2022-01-30 21:50:13,35.507,27.2132,51.76,76,28,1.14,scattered clouds
345,Hovd,MN,2022-01-30 21:48:06,48.0056,91.6419,-14.03,81,24,1.88,few clouds
346,Fort Saint James,CA,2022-01-30 21:50:14,54.4333,-124.25,32.67,95,91,1.3,light snow
347,Umm Lajj,SA,2022-01-30 21:50:14,25.0213,37.2685,64.65,60,87,9.28,overcast clouds
348,General Roca,AR,2022-01-30 21:50:15,-39.0333,-67.5833,83.62,11,6,24.09,clear sky
349,Muriwai Beach,NZ,2022-01-30 21:50:15,-36.8167,174.45,73.76,68,88,14.14,overcast clouds
350,Omboue,GA,2022-01-30 21:50:16,-1.5746,9.2618,78.71,84,97,4.81,overcast clouds
351,Beyneu,KZ,2022-01-30 21:50:16,45.3167,55.2,32.86,81,100,16.26,overcast clouds
352,Anzio,IT,2022-01-30 21:50:16,41.4853,12.6179,49.32,77,29,2.44,scattered clouds
353,Kaeo,NZ,2022-01-30 21:46:30,-35.1,173.7833,72.32,75,99,14.61,overcast clouds
354,Ozark,US,2022-01-30 21:50:17,37.0209,-93.206,54.01,36,98,4.47,overcast clouds
355,Palembang,ID,2022-01-30 21:50:17,-2.9167,104.7458,77.09,94,20,2.3,few clouds
356,Balotra,IN,2022-01-30 21:50:17,25.8333,72.2333,62.56,63,0,7.87,clear sky
357,Mardin,TR,2022-01-30 21:50:18,37.3131,40.7436,33.91,76,86,6.22,overcast clouds
358,Labuhan,ID,2022-01-30 21:50:18,-6.8844,112.2051,78.01,86,100,8.1,overcast clouds
359,Coutances,FR,2022-01-30 21:50:18,49.05,-1.4333,49.15,91,60,10.85,broken clouds
360,Khlung,TH,2022-01-30 21:50:19,12.4547,102.2214,83.1,91,28,1.81,scattered clouds
361,Moerai,PF,2022-01-30 21:50:19,-22.4333,-151.3333,80.13,74,23,14.23,few clouds
362,Envira,BR,2022-01-30 21:50:19,-7.3,-70.2167,82.87,65,94,2.93,overcast clouds
363,Taunggyi,MM,2022-01-30 21:48:33,20.7833,97.0333,42.82,53,0,2.55,clear sky
364,Norman Wells,CA,2022-01-30 21:50:20,65.282,-126.8329,-25.56,62,75,0.0,broken clouds
365,Nibong Tebal,MY,2022-01-30 21:50:20,5.1659,100.4779,81.95,92,40,2.8,scattered clouds
366,Saint-Francois,FR,2022-01-30 21:50:20,46.4154,3.9054,38.64,93,100,2.3,overcast clouds
367,Saint George,US,2022-01-30 21:50:21,37.1041,-113.5841,63.07,17,0,3.0,clear sky
368,Pisco,PE,2022-01-30 21:50:21,-13.7,-76.2167,75.25,69,40,6.91,scattered clouds
369,Szolnok,HU,2022-01-30 21:50:21,47.1833,20.2,43.12,52,0,18.41,clear sky
370,Port Arthur,CN,2022-01-30 21:50:22,38.8,121.2667,19.62,55,100,16.28,overcast clouds
371,Port Lincoln,AU,2022-01-30 21:50:59,-34.7333,135.8667,67.14,82,47,9.22,scattered clouds
372,Atar,MR,2022-01-30 21:51:22,20.5169,-13.0499,79.79,11,100,8.72,overcast clouds
373,Cao Bang,VN,2022-01-30 21:51:22,22.6667,106.25,49.6,92,100,1.77,overcast clouds
374,Amalapuram,IN,2022-01-30 21:51:23,16.5833,82.0167,64.18,96,7,2.06,clear sky
375,Lalibela,ET,2022-01-30 21:51:23,12.0333,39.0333,58.28,52,86,4.09,overcast clouds
376,Puerto Madero,MX,2022-01-30 21:51:23,14.7208,-92.4215,82.02,59,4,9.95,clear sky
377,Paveh,IR,2022-01-30 21:51:24,35.0434,46.3565,26.8,86,9,3.69,clear sky
378,Corner Brook,CA,2022-01-30 21:51:24,48.9667,-57.9484,28.56,86,97,17.45,light snow
379,Kumba,CM,2022-01-30 21:51:24,4.6363,9.4469,74.53,81,54,3.15,broken clouds
380,Shenxian,CN,2022-01-30 21:51:25,36.2411,115.6672,28.83,33,14,5.41,few clouds
381,Pathein,MM,2022-01-30 21:51:25,16.7833,94.7333,64.85,74,81,5.57,broken clouds
382,Ocos,GT,2022-01-30 21:50:30,14.5094,-92.1933,91.9,64,5,9.89,clear sky
383,Zalantun,CN,2022-01-30 21:51:26,48.0,122.7167,-5.55,87,3,7.07,clear sky
384,Yining,CN,2022-01-30 21:51:26,29.0361,114.5636,38.25,86,100,1.07,light rain
385,Faya,SA,2022-01-30 21:51:26,18.3851,42.4509,57.31,84,11,4.23,few clouds
386,Nurota,UZ,2022-01-30 21:51:27,40.5614,65.6886,32.09,75,24,7.09,few clouds
387,Linqiong,CN,2022-01-30 21:51:27,30.4159,103.4609,37.22,84,72,3.65,broken clouds
388,Xam Nua,LA,2022-01-30 21:51:27,20.4197,104.0439,52.38,98,100,2.55,overcast clouds
389,Maceio,BR,2022-01-30 21:48:07,-9.6658,-35.7353,83.64,78,40,10.36,scattered clouds
390,Richards Bay,ZA,2022-01-30 21:47:47,-28.783,32.0377,71.04,87,98,5.73,overcast clouds
391,Suileng,CN,2022-01-30 21:51:28,47.25,127.0833,-20.09,100,28,3.18,scattered clouds
392,Geraldton,AU,2022-01-30 21:48:22,-28.7667,114.6,72.01,88,100,13.8,overcast clouds
393,Bud,US,2022-01-30 21:51:28,39.447,-86.1758,37.74,58,57,9.26,broken clouds
394,San Ignacio,BZ,2022-01-30 21:51:29,17.1561,-89.0714,77.14,53,75,0.0,broken clouds
395,Ngama,TD,2022-01-30 21:51:29,11.7833,17.1667,68.49,15,9,13.65,clear sky
396,Taupo,NZ,2022-01-30 21:51:29,-38.6833,176.0833,76.24,49,59,0.6,broken clouds
397,Tafo,GH,2022-01-30 21:51:30,6.7345,-1.6127,74.17,17,65,2.86,broken clouds
398,Anchorage,US,2022-01-30 21:51:30,61.2181,-149.9003,26.31,78,100,3.44,overcast clouds
399,Waitara,NZ,2022-01-30 21:51:30,-38.925,174.25,68.99,65,93,3.36,overcast clouds
400,Tsumeb,NA,2022-01-30 21:51:30,-19.2333,17.7167,67.55,87,100,4.32,moderate rain
401,Coos Bay,US,2022-01-30 21:51:31,43.3665,-124.2179,57.99,87,75,14.97,broken clouds
402,Sarh,TD,2022-01-30 21:51:31,9.1429,18.3923,76.91,27,0,9.22,clear sky
403,Krasnoarmeysk,RU,2022-01-30 21:51:32,51.0239,45.6969,19.0,96,94,7.99,overcast clouds
404,Kutum,SD,2022-01-30 21:51:32,14.2,24.6667,54.5,17,1,13.8,clear sky
405,Pacific Grove,US,2022-01-30 21:47:21,36.6177,-121.9166,69.15,69,0,1.01,clear sky
406,Seoul,KR,2022-01-30 21:51:01,37.5683,126.9778,22.44,73,0,2.3,clear sky
407,Broken Hill,AU,2022-01-30 21:51:32,-31.95,141.4333,76.71,73,75,6.91,light rain
408,Fort William,GB,2022-01-30 21:51:33,56.8165,-5.1121,43.3,79,100,23.94,overcast clouds
409,Perth,AU,2022-01-30 21:50:03,-31.9333,115.8333,68.09,71,0,11.5,clear sky
410,Tautira,PF,2022-01-30 21:51:33,-17.7333,-149.15,84.22,75,94,11.48,overcast clouds
411,Steenbergen,NL,2022-01-30 21:51:34,51.5842,4.3194,42.78,82,100,11.5,overcast clouds
412,Derzhavinsk,KZ,2022-01-30 21:49:28,51.1,66.3167,12.94,94,85,14.97,overcast clouds
413,Arlit,NE,2022-01-30 21:51:34,18.7369,7.3853,65.23,14,1,16.04,clear sky
414,Brae,GB,2022-01-30 21:51:34,60.3964,-1.353,39.11,97,100,12.48,overcast clouds
415,Havre-Saint-Pierre,CA,2022-01-30 21:47:20,50.2334,-63.5986,12.2,72,75,14.97,broken clouds
416,Shakhunya,RU,2022-01-30 21:51:35,57.6758,46.6114,13.57,97,98,4.72,overcast clouds
417,Sayansk,RU,2022-01-30 21:52:35,54.1088,102.1648,-6.05,98,100,2.01,overcast clouds
418,Ismailia,EG,2022-01-30 21:52:04,30.6043,32.2723,52.66,45,54,7.61,broken clouds
419,Ishinomaki,JP,2022-01-30 21:52:36,38.4167,141.3,30.2,67,18,17.07,few clouds
420,Cosautlan,MX,2022-01-30 21:52:36,19.3333,-96.9833,62.24,74,54,4.88,broken clouds
421,Tessalit,ML,2022-01-30 21:52:36,20.1986,1.0114,69.84,14,28,11.07,scattered clouds
422,Turayf,SA,2022-01-30 21:52:37,31.6725,38.6637,43.05,56,0,16.11,clear sky
423,Aykhal,RU,2022-01-30 21:52:37,66.0,111.5,-21.82,100,90,3.69,overcast clouds
424,Pangai,TO,2022-01-30 21:52:37,-19.8,-174.35,81.16,75,99,9.71,overcast clouds
425,Astoria,US,2022-01-30 21:52:38,46.1879,-123.8313,52.14,88,100,14.0,light rain
426,Mitsamiouli,KM,2022-01-30 21:52:38,-11.3847,43.2844,80.51,74,2,3.42,clear sky
427,Aras,ES,2022-01-30 21:52:38,42.5617,-2.356,39.06,75,0,9.22,clear sky
428,Canguaretama,BR,2022-01-30 21:52:39,-6.38,-35.1289,84.69,78,17,10.07,light rain
429,Eureka,US,2022-01-30 21:52:39,40.8021,-124.1637,60.67,76,90,1.99,overcast clouds
430,Mersing,MY,2022-01-30 21:52:39,2.4312,103.8405,78.71,83,95,6.91,overcast clouds
431,Acarau,BR,2022-01-30 21:52:40,-2.8856,-40.12,77.29,82,100,10.6,overcast clouds
432,Mugur-Aksy,RU,2022-01-30 21:52:40,50.35,90.5,-7.74,63,2,5.86,clear sky
433,Lamballe,FR,2022-01-30 21:52:41,48.4676,-2.5144,47.34,94,31,9.4,scattered clouds
434,Cascais,PT,2022-01-30 21:52:41,38.6979,-9.4215,58.05,41,0,5.01,clear sky
435,Port-Gentil,GA,2022-01-30 21:52:41,-0.7193,8.7815,82.36,83,40,8.05,scattered clouds
436,Port Blair,IN,2022-01-30 21:52:42,11.6667,92.75,69.84,88,20,2.3,mist
437,Vysokogornyy,RU,2022-01-30 21:52:42,50.1167,139.15,-23.06,100,96,4.18,overcast clouds
438,Toora-Khem,RU,2022-01-30 21:52:42,52.4675,96.11,-27.2,100,94,1.01,overcast clouds
439,Kurilsk,RU,2022-01-30 21:52:43,45.2333,147.8833,18.19,67,100,17.78,overcast clouds
440,Los Llanos De Aridane,ES,2022-01-30 21:52:43,28.6585,-17.9182,58.75,79,5,7.0,clear sky
441,Asau,RO,2022-01-30 21:52:43,46.4333,26.4,40.39,66,99,18.52,overcast clouds
442,Conde,BR,2022-01-30 21:52:44,-7.2597,-34.9075,81.86,78,20,10.36,few clouds
443,Saint-Georges,GD,2022-01-30 21:48:58,12.0564,-61.7485,82.08,74,20,14.97,few clouds
444,Falmouth,GB,2022-01-30 21:52:13,50.1544,-5.0711,49.86,88,79,23.35,broken clouds
445,Kinlochleven,GB,2022-01-30 21:52:44,56.7115,-4.9661,43.29,79,100,26.57,overcast clouds
446,Findhorn,GB,2022-01-30 21:52:44,57.6572,-3.6085,42.94,77,100,32.95,light rain
447,Paungde,MM,2022-01-30 21:52:45,18.4833,95.5,57.07,71,5,1.79,clear sky
448,Touros,BR,2022-01-30 21:52:45,-5.1989,-35.4608,83.3,76,20,12.57,few clouds
449,Korla,CN,2022-01-30 21:51:03,41.7597,86.1469,23.47,59,100,3.22,overcast clouds
450,Baltay,RU,2022-01-30 21:52:45,52.4652,46.6308,14.29,100,94,4.81,overcast clouds
451,Seryshevo,RU,2022-01-30 21:52:46,51.0933,128.3786,-19.3,99,23,3.62,few clouds
452,Palmer,US,2022-01-30 21:52:46,42.1584,-72.3287,21.02,35,20,3.0,few clouds
453,Vanimo,PG,2022-01-30 21:52:46,-2.6741,141.3028,76.5,89,100,8.48,overcast clouds
454,Madras,IN,2022-01-30 21:49:48,13.0878,80.2785,77.97,83,9,2.3,mist
455,Tanout,NE,2022-01-30 21:52:47,14.9709,8.8879,61.72,16,29,17.07,scattered clouds
456,Polyarnyy,RU,2022-01-30 21:48:35,69.1989,33.4478,-10.73,98,75,10.33,broken clouds
457,Blackfoot,US,2022-01-30 21:52:47,43.1905,-112.345,25.77,81,35,0.74,scattered clouds
458,Rio Grande,BR,2022-01-30 21:52:48,-32.035,-52.0986,80.71,72,21,19.55,few clouds
459,Caohe,CN,2022-01-30 21:52:48,30.2297,115.4335,36.3,86,100,1.19,overcast clouds
460,Pombia,IT,2022-01-30 21:52:48,45.653,8.6336,46.51,74,0,6.91,clear sky
461,Polunochnoye,RU,2022-01-30 21:52:49,60.8697,60.4153,-10.12,100,100,2.64,overcast clouds
462,Sabang,ID,2022-01-30 21:52:49,5.8933,95.3214,81.39,75,86,7.99,overcast clouds
463,Rawson,AR,2022-01-30 21:53:49,-43.3002,-65.1023,57.99,48,69,13.4,broken clouds
